Network Category,Time Step,Robot ID,X, Y,Degree, SD Est
12-Ring_n+2,146,11,-20.784609,36,6,6
12-Ring_n+2,147,0,0,48,6,6
12-Ring_n+2,147,1,20.784609,36,6,6
12-Ring_n+2,147,2,41.569218,24,6,6
12-Ring_n+2,147,3,48,0,6,6
12-Ring_n+2,147,4,41.569218,-24,6,6
12-Ring_n+2,147,5,20.784609,-36,6,6
12-Ring_n+2,147,6,0,-48,6,6
12-Ring_n+2,147,7,-20.784609,-36,6,6
12-Ring_n+2,147,8,-41.569218,-24,6,6
12-Ring_n+2,147,9,-48,0,6,6
12-Ring_n+2,147,10,-41.569218,24,6,6
12-Ring_n+2,147,11,-20.784609,36,6,6
12-Ring_n+2,148,0,0,48,6,6
12-Ring_n+2,148,1,20.784609,36,6,6
12-Ring_n+2,148,2,41.569218,24,6,6
12-Ring_n+2,148,3,48,0,6,6
12-Ring_n+2,148,4,41.569218,-24,6,6
12-Ring_n+2,148,5,20.784609,-36,6,6
12-Ring_n+2,148,6,0,-48,6,6
12-Ring_n+2,148,7,-20.784609,-36,6,6
12-Ring_n+2,148,8,-41.569218,-24,6,6
12-Ring_n+2,148,9,-48,0,6,6
12-Ring_n+2,148,10,-41.569218,24,6,6
12-Ring_n+2,148,11,-20.784609,36,6,6
12-Ring_n+2,149,0,0,48,6,6
12-Ring_n+2,149,1,20.784609,36,6,6
12-Ring_n+2,149,2,41.569218,24,6,6
12-Ring_n+2,149,3,48,0,6,6
12-Ring_n+2,149,4,41.569218,-24,6,6
12-Ring_n+2,149,5,20.784609,-36,6,6
12-Ring_n+2,149,6,0,-48,6,6
12-Ring_n+2,149,7,-20.784609,-36,6,6
12-Ring_n+2,149,8,-41.569218,-24,6,6
12-Ring_n+2,149,9,-48,0,6,6
12-Ring_n+2,149,10,-41.569218,24,6,6
12-Ring_n+2,149,11,-20.784609,36,6,6
12-Ring_n+2,150,0,0,48,6,6
12-Ring_n+2,150,1,20.784609,36,6,6
12-Ring_n+2,150,2,41.569218,24,6,6
12-Ring_n+2,150,3,48,0,6,6
12-Ring_n+2,150,4,41.569218,-24,6,6
12-Ring_n+2,150,5,20.784609,-36,6,6
12-Ring_n+2,150,6,0,-48,6,6
12-Ring_n+2,150,7,-20.784609,-36,6,6
12-Ring_n+2,150,8,-41.569218,-24,6,6
12-Ring_n+2,150,9,-48,0,6,6
12-Ring_n+2,150,10,-41.569218,24,6,6
12-Ring_n+2,150,11,-20.784609,36,6,6
12-Ring_n+2,151,0,0,48,6,6
12-Ring_n+2,151,1,20.784609,36,6,6
12-Ring_n+2,151,2,41.569218,24,6,6
12-Ring_n+2,151,3,48,0,6,6
12-Ring_n+2,151,4,41.569218,-24,6,6
12-Ring_n+2,151,5,20.784609,-36,6,6
12-Ring_n+2,151,6,0,-48,6,6
12-Ring_n+2,151,7,-20.784609,-36,6,6
12-Ring_n+2,151,8,-41.569218,-24,6,6
12-Ring_n+2,151,9,-48,0,6,6
12-Ring_n+2,151,10,-41.569218,24,6,6
12-Ring_n+2,151,11,-20.784609,36,6,6
12-Ring_n+2,152,0,0,48,6,6
12-Ring_n+2,152,1,20.784609,36,6,6
12-Ring_n+2,152,2,41.569218,24,6,6
12-Ring_n+2,152,3,48,0,6,6
12-Ring_n+2,152,4,41.569218,-24,6,6
12-Ring_n+2,152,5,20.784609,-36,6,6
12-Ring_n+2,152,6,0,-48,6,6
12-Ring_n+2,152,7,-20.784609,-36,6,6
12-Ring_n+2,152,8,-41.569218,-24,6,6
12-Ring_n+2,152,9,-48,0,6,6
12-Ring_n+2,152,10,-41.569218,24,6,6
12-Ring_n+2,152,11,-20.784609,36,6,6
12-Ring_n+2,153,0,0,48,6,6
12-Ring_n+2,153,1,20.784609,36,6,6
12-Ring_n+2,153,2,41.569218,24,6,6
12-Ring_n+2,153,3,48,0,6,6
12-Ring_n+2,153,4,41.569218,-24,6,6
12-Ring_n+2,153,5,20.784609,-36,6,6
12-Ring_n+2,153,6,0,-48,6,6
12-Ring_n+2,153,7,-20.784609,-36,6,6
12-Ring_n+2,153,8,-41.569218,-24,6,6
12-Ring_n+2,153,9,-48,0,6,6
12-Ring_n+2,153,10,-41.569218,24,6,6
12-Ring_n+2,153,11,-20.784609,36,6,6
12-Ring_n+2,154,0,0,48,6,6
12-Ring_n+2,154,1,20.784609,36,6,6
12-Ring_n+2,154,2,41.569218,24,6,6
12-Ring_n+2,154,3,48,0,6,6
12-Ring_n+2,154,4,41.569218,-24,6,6
12-Ring_n+2,154,5,20.784609,-36,6,6
12-Ring_n+2,154,6,0,-48,6,6
12-Ring_n+2,154,7,-20.784609,-36,6,6
12-Ring_n+2,154,8,-41.569218,-24,6,6
12-Ring_n+2,154,9,-48,0,6,6
12-Ring_n+2,154,10,-41.569218,24,6,6
12-Ring_n+2,154,11,-20.784609,36,6,6
12-Ring_n+2,155,0,0,48,6,6
12-Ring_n+2,155,1,20.784609,36,6,6
12-Ring_n+2,155,2,41.569218,24,6,6
12-Ring_n+2,155,3,48,0,6,6
12-Ring_n+2,155,4,41.569218,-24,6,6
12-Ring_n+2,155,5,20.784609,-36,6,6
12-Ring_n+2,155,6,0,-48,6,6
12-Ring_n+2,155,7,-20.784609,-36,6,6
12-Ring_n+2,155,8,-41.569218,-24,6,6
12-Ring_n+2,155,9,-48,0,6,6
12-Ring_n+2,155,10,-41.569218,24,6,6
12-Ring_n+2,155,11,-20.784609,36,6,6
12-Ring_n+2,156,0,0,48,6,6
12-Ring_n+2,156,1,20.784609,36,6,6
12-Ring_n+2,156,2,41.569218,24,6,6
12-Ring_n+2,156,3,48,0,6,6
12-Ring_n+2,156,4,41.569218,-24,6,6
12-Ring_n+2,156,5,20.784609,-36,6,6
12-Ring_n+2,156,6,0,-48,6,6
12-Ring_n+2,156,7,-20.784609,-36,6,6
12-Ring_n+2,156,8,-41.569218,-24,6,6
12-Ring_n+2,156,9,-48,0,6,6
12-Ring_n+2,156,10,-41.569218,24,6,6
12-Ring_n+2,156,11,-20.784609,36,6,6
12-Ring_n+2,157,0,0,48,6,6
12-Ring_n+2,157,1,20.784609,36,6,6
12-Ring_n+2,157,2,41.569218,24,6,6
12-Ring_n+2,157,3,48,0,6,6
12-Ring_n+2,157,4,41.569218,-24,6,6
12-Ring_n+2,157,5,20.784609,-36,6,6
12-Ring_n+2,157,6,0,-48,6,6
12-Ring_n+2,157,7,-20.784609,-36,6,6
12-Ring_n+2,157,8,-41.569218,-24,6,6
12-Ring_n+2,157,9,-48,0,6,6
12-Ring_n+2,157,10,-41.569218,24,6,6
12-Ring_n+2,157,11,-20.784609,36,6,6
12-Ring_n+2,158,0,0,48,6,6
12-Ring_n+2,158,1,20.784609,36,6,6
12-Ring_n+2,158,2,41.569218,24,6,6
12-Ring_n+2,158,3,48,0,6,6
12-Ring_n+2,158,4,41.569218,-24,6,6
12-Ring_n+2,158,5,20.784609,-36,6,6
12-Ring_n+2,158,6,0,-48,6,6
12-Ring_n+2,158,7,-20.784609,-36,6,6
12-Ring_n+2,158,8,-41.569218,-24,6,6
12-Ring_n+2,158,9,-48,0,6,6
12-Ring_n+2,158,10,-41.569218,24,6,6
12-Ring_n+2,158,11,-20.784609,36,6,6
12-Ring_n+2,159,0,0,48,6,6
12-Ring_n+2,159,1,20.784609,36,6,6
12-Ring_n+2,159,2,41.569218,24,6,6
12-Ring_n+2,159,3,48,0,6,6
12-Ring_n+2,159,4,41.569218,-24,6,6
12-Ring_n+2,159,5,20.784609,-36,6,6
12-Ring_n+2,159,6,0,-48,6,6
12-Ring_n+2,159,7,-20.784609,-36,6,6
12-Ring_n+2,159,8,-41.569218,-24,6,6
12-Ring_n+2,159,9,-48,0,6,6
12-Ring_n+2,159,10,-41.569218,24,6,6
12-Ring_n+2,159,11,-20.784609,36,6,6
12-Ring_n+2,160,0,0,48,6,6
12-Ring_n+2,160,1,20.784609,36,6,6
12-Ring_n+2,160,2,41.569218,24,6,6
12-Ring_n+2,160,3,48,0,6,6
12-Ring_n+2,160,4,41.569218,-24,6,6
12-Ring_n+2,160,5,20.784609,-36,6,6
12-Ring_n+2,160,6,0,-48,6,6
12-Ring_n+2,160,7,-20.784609,-36,6,6
12-Ring_n+2,160,8,-41.569218,-24,6,6
12-Ring_n+2,160,9,-48,0,6,6
12-Ring_n+2,160,10,-41.569218,24,6,6
12-Ring_n+2,160,11,-20.784609,36,6,6
12-Ring_n+2,161,0,0,48,6,6
12-Ring_n+2,161,1,20.784609,36,6,6
12-Ring_n+2,161,2,41.569218,24,6,6
12-Ring_n+2,161,3,48,0,6,6
12-Ring_n+2,161,4,41.569218,-24,6,6
12-Ring_n+2,161,5,20.784609,-36,6,6
12-Ring_n+2,161,6,0,-48,6,6
12-Ring_n+2,161,7,-20.784609,-36,6,6
12-Ring_n+2,161,8,-41.569218,-24,6,6
12-Ring_n+2,161,9,-48,0,6,6
12-Ring_n+2,161,10,-41.569218,24,6,6
12-Ring_n+2,161,11,-20.784609,36,6,6
12-Ring_n+2,162,0,0,48,6,6
12-Ring_n+2,162,1,20.784609,36,6,6
12-Ring_n+2,162,2,41.569218,24,6,6
12-Ring_n+2,162,3,48,0,6,6
12-Ring_n+2,162,4,41.569218,-24,6,6
12-Ring_n+2,162,5,20.784609,-36,6,6
12-Ring_n+2,162,6,0,-48,6,6
12-Ring_n+2,162,7,-20.784609,-36,6,6
12-Ring_n+2,162,8,-41.569218,-24,6,6
12-Ring_n+2,162,9,-48,0,6,6
12-Ring_n+2,162,10,-41.569218,24,6,6
12-Ring_n+2,162,11,-20.784609,36,6,6
12-Ring_n+2,163,0,0,48,6,6
12-Ring_n+2,163,1,20.784609,36,6,6
12-Ring_n+2,163,2,41.569218,24,6,6
12-Ring_n+2,163,3,48,0,6,6
12-Ring_n+2,163,4,41.569218,-24,6,6
12-Ring_n+2,163,5,20.784609,-36,6,6
12-Ring_n+2,163,6,0,-48,6,6
12-Ring_n+2,163,7,-20.784609,-36,6,6
12-Ring_n+2,163,8,-41.569218,-24,6,6
12-Ring_n+2,163,9,-48,0,6,6
12-Ring_n+2,163,10,-41.569218,24,6,6
12-Ring_n+2,163,11,-20.784609,36,6,6
12-Ring_n+2,164,0,0,48,6,6
12-Ring_n+2,164,1,20.784609,36,6,6
12-Ring_n+2,164,2,41.569218,24,6,6
12-Ring_n+2,164,3,48,0,6,6
12-Ring_n+2,164,4,41.569218,-24,6,6
12-Ring_n+2,164,5,20.784609,-36,6,6
12-Ring_n+2,164,6,0,-48,6,6
12-Ring_n+2,164,7,-20.784609,-36,6,6
12-Ring_n+2,164,8,-41.569218,-24,6,6
12-Ring_n+2,164,9,-48,0,6,6
12-Ring_n+2,164,10,-41.569218,24,6,6
12-Ring_n+2,164,11,-20.784609,36,6,6
12-Ring_n+2,165,0,0,48,6,6
12-Ring_n+2,165,1,20.784609,36,6,6
12-Ring_n+2,165,2,41.569218,24,6,6
12-Ring_n+2,165,3,48,0,6,6
12-Ring_n+2,165,4,41.569218,-24,6,6
12-Ring_n+2,165,5,20.784609,-36,6,6
12-Ring_n+2,165,6,0,-48,6,6
12-Ring_n+2,165,7,-20.784609,-36,6,6
12-Ring_n+2,165,8,-41.569218,-24,6,6
12-Ring_n+2,165,9,-48,0,6,6
12-Ring_n+2,165,10,-41.569218,24,6,6
12-Ring_n+2,165,11,-20.784609,36,6,6
12-Ring_n+2,166,0,0,48,6,6
12-Ring_n+2,166,1,20.784609,36,6,6
12-Ring_n+2,166,2,41.569218,24,6,6
12-Ring_n+2,166,3,48,0,6,6
12-Ring_n+2,166,4,41.569218,-24,6,6
12-Ring_n+2,166,5,20.784609,-36,6,6
12-Ring_n+2,166,6,0,-48,6,6
12-Ring_n+2,166,7,-20.784609,-36,6,6
12-Ring_n+2,166,8,-41.569218,-24,6,6
12-Ring_n+2,166,9,-48,0,6,6
12-Ring_n+2,166,10,-41.569218,24,6,6
12-Ring_n+2,166,11,-20.784609,36,6,6
12-Ring_n+2,167,0,0,48,6,6
12-Ring_n+2,167,1,20.784609,36,6,6
12-Ring_n+2,167,2,41.569218,24,6,6
12-Ring_n+2,167,3,48,0,6,6
12-Ring_n+2,167,4,41.569218,-24,6,6
12-Ring_n+2,167,5,20.784609,-36,6,6
12-Ring_n+2,167,6,0,-48,6,6
12-Ring_n+2,167,7,-20.784609,-36,6,6
12-Ring_n+2,167,8,-41.569218,-24,6,6
12-Ring_n+2,167,9,-48,0,6,6
12-Ring_n+2,167,10,-41.569218,24,6,6
12-Ring_n+2,167,11,-20.784609,36,6,6
12-Ring_n+2,168,0,0,48,6,6
12-Ring_n+2,168,1,20.784609,36,6,6
12-Ring_n+2,168,2,41.569218,24,6,6
12-Ring_n+2,168,3,48,0,6,6
12-Ring_n+2,168,4,41.569218,-24,6,6
12-Ring_n+2,168,5,20.784609,-36,6,6
12-Ring_n+2,168,6,0,-48,6,6
12-Ring_n+2,168,7,-20.784609,-36,6,6
12-Ring_n+2,168,8,-41.569218,-24,6,6
12-Ring_n+2,168,9,-48,0,6,6
12-Ring_n+2,168,10,-41.569218,24,6,6
12-Ring_n+2,168,11,-20.784609,36,6,6
12-Ring_n+2,169,0,0,48,6,6
12-Ring_n+2,169,1,20.784609,36,6,6
12-Ring_n+2,169,2,41.569218,24,6,6
12-Ring_n+2,169,3,48,0,6,6
12-Ring_n+2,169,4,41.569218,-24,6,6
12-Ring_n+2,169,5,20.784609,-36,6,6
12-Ring_n+2,169,6,0,-48,6,6
12-Ring_n+2,169,7,-20.784609,-36,6,6
12-Ring_n+2,169,8,-41.569218,-24,6,6
12-Ring_n+2,169,9,-48,0,6,6
12-Ring_n+2,169,10,-41.569218,24,6,6
12-Ring_n+2,169,11,-20.784609,36,6,6
12-Ring_n+2,170,0,0,48,6,6
12-Ring_n+2,170,1,20.784609,36,6,6
12-Ring_n+2,170,2,41.569218,24,6,6
12-Ring_n+2,170,3,48,0,6,6
12-Ring_n+2,170,4,41.569218,-24,6,6
12-Ring_n+2,170,5,20.784609,-36,6,6
12-Ring_n+2,170,6,0,-48,6,6
12-Ring_n+2,170,7,-20.784609,-36,6,6
12-Ring_n+2,170,8,-41.569218,-24,6,6
12-Ring_n+2,170,9,-48,0,6,6
12-Ring_n+2,170,10,-41.569218,24,6,6
12-Ring_n+2,170,11,-20.784609,36,6,6
12-Ring_n+2,171,0,0,48,6,6
12-Ring_n+2,171,1,20.784609,36,6,6
12-Ring_n+2,171,2,41.569218,24,6,6
12-Ring_n+2,171,3,48,0,6,6
12-Ring_n+2,171,4,41.569218,-24,6,6
12-Ring_n+2,171,5,20.784609,-36,6,6
12-Ring_n+2,171,6,0,-48,6,6
12-Ring_n+2,171,7,-20.784609,-36,6,6
12-Ring_n+2,171,8,-41.569218,-24,6,6
12-Ring_n+2,171,9,-48,0,6,6
12-Ring_n+2,171,10,-41.569218,24,6,6
12-Ring_n+2,171,11,-20.784609,36,6,6
12-Ring_n+2,172,0,0,48,6,6
12-Ring_n+2,172,1,20.784609,36,6,6
12-Ring_n+2,172,2,41.569218,24,6,6
12-Ring_n+2,172,3,48,0,6,6
12-Ring_n+2,172,4,41.569218,-24,6,6
12-Ring_n+2,172,5,20.784609,-36,6,6
12-Ring_n+2,172,6,0,-48,6,6
12-Ring_n+2,172,7,-20.784609,-36,6,6
12-Ring_n+2,172,8,-41.569218,-24,6,6
12-Ring_n+2,172,9,-48,0,6,6
12-Ring_n+2,172,10,-41.569218,24,6,6
12-Ring_n+2,172,11,-20.784609,36,6,6
12-Ring_n+2,173,0,0,48,6,6
12-Ring_n+2,173,1,20.784609,36,6,6
12-Ring_n+2,173,2,41.569218,24,6,6
12-Ring_n+2,173,3,48,0,6,6
12-Ring_n+2,173,4,41.569218,-24,6,6
12-Ring_n+2,173,5,20.784609,-36,6,6
12-Ring_n+2,173,6,0,-48,6,6
12-Ring_n+2,173,7,-20.784609,-36,6,6
12-Ring_n+2,173,8,-41.569218,-24,6,6
12-Ring_n+2,173,9,-48,0,6,6
12-Ring_n+2,173,10,-41.569218,24,6,6
12-Ring_n+2,173,11,-20.784609,36,6,6
12-Ring_n+2,174,0,0,48,6,6
12-Ring_n+2,174,1,20.784609,36,6,6
12-Ring_n+2,174,2,41.569218,24,6,6
12-Ring_n+2,174,3,48,0,6,6
12-Ring_n+2,174,4,41.569218,-24,6,6
12-Ring_n+2,174,5,20.784609,-36,6,6
12-Ring_n+2,174,6,0,-48,6,6
12-Ring_n+2,174,7,-20.784609,-36,6,6
12-Ring_n+2,174,8,-41.569218,-24,6,6
12-Ring_n+2,174,9,-48,0,6,6
12-Ring_n+2,174,10,-41.569218,24,6,6
12-Ring_n+2,174,11,-20.784609,36,6,6
12-Ring_n+2,175,0,0,48,6,6
12-Ring_n+2,175,1,20.784609,36,6,6
12-Ring_n+2,175,2,41.569218,24,6,6
12-Ring_n+2,175,3,48,0,6,6
12-Ring_n+2,175,4,41.569218,-24,6,6
12-Ring_n+2,175,5,20.784609,-36,6,6
12-Ring_n+2,175,6,0,-48,6,6
12-Ring_n+2,175,7,-20.784609,-36,6,6
12-Ring_n+2,175,8,-41.569218,-24,6,6
12-Ring_n+2,175,9,-48,0,6,6
12-Ring_n+2,175,10,-41.569218,24,6,6
12-Ring_n+2,175,11,-20.784609,36,6,6
12-Ring_n+2,176,0,0,48,6,6
12-Ring_n+2,176,1,20.784609,36,6,6
12-Ring_n+2,176,2,41.569218,24,6,6
12-Ring_n+2,176,3,48,0,6,6
12-Ring_n+2,176,4,41.569218,-24,6,6
12-Ring_n+2,176,5,20.784609,-36,6,6
12-Ring_n+2,176,6,0,-48,6,6
12-Ring_n+2,176,7,-20.784609,-36,6,6
12-Ring_n+2,176,8,-41.569218,-24,6,6
12-Ring_n+2,176,9,-48,0,6,6
12-Ring_n+2,176,10,-41.569218,24,6,6
12-Ring_n+2,176,11,-20.784609,36,6,6
12-Ring_n+2,177,0,0,48,6,6
12-Ring_n+2,177,1,20.784609,36,6,6
12-Ring_n+2,177,2,41.569218,24,6,6
12-Ring_n+2,177,3,48,0,6,6
12-Ring_n+2,177,4,41.569218,-24,6,6
12-Ring_n+2,177,5,20.784609,-36,6,6
12-Ring_n+2,177,6,0,-48,6,6
12-Ring_n+2,177,7,-20.784609,-36,6,6
12-Ring_n+2,177,8,-41.569218,-24,6,6
12-Ring_n+2,177,9,-48,0,6,6
12-Ring_n+2,177,10,-41.569218,24,6,6
12-Ring_n+2,177,11,-20.784609,36,6,6
12-Ring_n+2,178,0,0,48,6,6
12-Ring_n+2,178,1,20.784609,36,6,6
12-Ring_n+2,178,2,41.569218,24,6,6
12-Ring_n+2,178,3,48,0,6,6
12-Ring_n+2,178,4,41.569218,-24,6,6
12-Ring_n+2,178,5,20.784609,-36,6,6
12-Ring_n+2,178,6,0,-48,6,6
12-Ring_n+2,178,7,-20.784609,-36,6,6
12-Ring_n+2,178,8,-41.569218,-24,6,6
12-Ring_n+2,178,9,-48,0,6,6
12-Ring_n+2,178,10,-41.569218,24,6,6
12-Ring_n+2,178,11,-20.784609,36,6,6
12-Ring_n+2,179,0,0,48,6,6
12-Ring_n+2,179,1,20.784609,36,6,6
12-Ring_n+2,179,2,41.569218,24,6,6
12-Ring_n+2,179,3,48,0,6,6
12-Ring_n+2,179,4,41.569218,-24,6,6
12-Ring_n+2,179,5,20.784609,-36,6,6
12-Ring_n+2,179,6,0,-48,6,6
12-Ring_n+2,179,7,-20.784609,-36,6,6
12-Ring_n+2,179,8,-41.569218,-24,6,6
12-Ring_n+2,179,9,-48,0,6,6
12-Ring_n+2,179,10,-41.569218,24,6,6
12-Ring_n+2,179,11,-20.784609,36,6,6
12-Ring_n+2,180,0,0,48,6,6
12-Ring_n+2,180,1,20.784609,36,6,6
12-Ring_n+2,180,2,41.569218,24,6,6
12-Ring_n+2,180,3,48,0,6,6
12-Ring_n+2,180,4,41.569218,-24,6,6
12-Ring_n+2,180,5,20.784609,-36,6,6
12-Ring_n+2,180,6,0,-48,6,6
12-Ring_n+2,180,7,-20.784609,-36,6,6
12-Ring_n+2,180,8,-41.569218,-24,6,6
12-Ring_n+2,180,9,-48,0,6,6
12-Ring_n+2,180,10,-41.569218,24,6,6
12-Ring_n+2,180,11,-20.784609,36,6,6
12-Ring_n+2,181,0,0,48,6,6
12-Ring_n+2,181,1,20.784609,36,6,6
12-Ring_n+2,181,2,41.569218,24,6,6
12-Ring_n+2,181,3,48,0,6,6
12-Ring_n+2,181,4,41.569218,-24,6,6
12-Ring_n+2,181,5,20.784609,-36,6,6
12-Ring_n+2,181,6,0,-48,6,6
12-Ring_n+2,181,7,-20.784609,-36,6,6
12-Ring_n+2,181,8,-41.569218,-24,6,6
12-Ring_n+2,181,9,-48,0,6,6
12-Ring_n+2,181,10,-41.569218,24,6,6
12-Ring_n+2,181,11,-20.784609,36,6,6
12-Ring_n+2,182,0,0,48,6,6
12-Ring_n+2,182,1,20.784609,36,6,6
12-Ring_n+2,182,2,41.569218,24,6,6
12-Ring_n+2,182,3,48,0,6,6
12-Ring_n+2,182,4,41.569218,-24,6,6
12-Ring_n+2,182,5,20.784609,-36,6,6
12-Ring_n+2,182,6,0,-48,6,6
12-Ring_n+2,182,7,-20.784609,-36,6,6
12-Ring_n+2,182,8,-41.569218,-24,6,6
12-Ring_n+2,182,9,-48,0,6,6
12-Ring_n+2,182,10,-41.569218,24,6,6
12-Ring_n+2,182,11,-20.784609,36,6,6
12-Ring_n+2,183,0,0,48,6,6
12-Ring_n+2,183,1,20.784609,36,6,6
12-Ring_n+2,183,2,41.569218,24,6,6
12-Ring_n+2,183,3,48,0,6,6
12-Ring_n+2,183,4,41.569218,-24,6,6
12-Ring_n+2,183,5,20.784609,-36,6,6
12-Ring_n+2,183,6,0,-48,6,6
12-Ring_n+2,183,7,-20.784609,-36,6,6
12-Ring_n+2,183,8,-41.569218,-24,6,6
12-Ring_n+2,183,9,-48,0,6,6
12-Ring_n+2,183,10,-41.569218,24,6,6
12-Ring_n+2,183,11,-20.784609,36,6,6
12-Ring_n+2,184,0,0,48,6,6
12-Ring_n+2,184,1,20.784609,36,6,6
12-Ring_n+2,184,2,41.569218,24,6,6
12-Ring_n+2,184,3,48,0,6,6
12-Ring_n+2,184,4,41.569218,-24,6,6
12-Ring_n+2,184,5,20.784609,-36,6,6
12-Ring_n+2,184,6,0,-48,6,6
12-Ring_n+2,184,7,-20.784609,-36,6,6
12-Ring_n+2,184,8,-41.569218,-24,6,6
12-Ring_n+2,184,9,-48,0,6,6
12-Ring_n+2,184,10,-41.569218,24,6,6
12-Ring_n+2,184,11,-20.784609,36,6,6
12-Ring_n+2,185,0,0,48,6,6
12-Ring_n+2,185,1,20.784609,36,6,6
12-Ring_n+2,185,2,41.569218,24,6,6
12-Ring_n+2,185,3,48,0,6,6
12-Ring_n+2,185,4,41.569218,-24,6,6
12-Ring_n+2,185,5,20.784609,-36,6,6
12-Ring_n+2,185,6,0,-48,6,6
12-Ring_n+2,185,7,-20.784609,-36,6,6
12-Ring_n+2,185,8,-41.569218,-24,6,6
12-Ring_n+2,185,9,-48,0,6,6
12-Ring_n+2,185,10,-41.569218,24,6,6
12-Ring_n+2,185,11,-20.784609,36,6,6
12-Ring_n+2,186,0,0,48,6,6
12-Ring_n+2,186,1,20.784609,36,6,6
12-Ring_n+2,186,2,41.569218,24,6,6
12-Ring_n+2,186,3,48,0,6,6
12-Ring_n+2,186,4,41.569218,-24,6,6
12-Ring_n+2,186,5,20.784609,-36,6,6
12-Ring_n+2,186,6,0,-48,6,6
12-Ring_n+2,186,7,-20.784609,-36,6,6
12-Ring_n+2,186,8,-41.569218,-24,6,6
12-Ring_n+2,186,9,-48,0,6,6
12-Ring_n+2,186,10,-41.569218,24,6,6
12-Ring_n+2,186,11,-20.784609,36,6,6
12-Ring_n+2,187,0,0,48,6,6
12-Ring_n+2,187,1,20.784609,36,6,6
12-Ring_n+2,187,2,41.569218,24,6,6
12-Ring_n+2,187,3,48,0,6,6
12-Ring_n+2,187,4,41.569218,-24,6,6
12-Ring_n+2,187,5,20.784609,-36,6,6
12-Ring_n+2,187,6,0,-48,6,6
12-Ring_n+2,187,7,-20.784609,-36,6,6
12-Ring_n+2,187,8,-41.569218,-24,6,6
12-Ring_n+2,187,9,-48,0,6,6
12-Ring_n+2,187,10,-41.569218,24,6,6
12-Ring_n+2,187,11,-20.784609,36,6,6
12-Ring_n+2,188,0,0,48,6,6
12-Ring_n+2,188,1,20.784609,36,6,6
12-Ring_n+2,188,2,41.569218,24,6,6
12-Ring_n+2,188,3,48,0,6,6
12-Ring_n+2,188,4,41.569218,-24,6,6
12-Ring_n+2,188,5,20.784609,-36,6,6
12-Ring_n+2,188,6,0,-48,6,6
12-Ring_n+2,188,7,-20.784609,-36,6,6
12-Ring_n+2,188,8,-41.569218,-24,6,6
12-Ring_n+2,188,9,-48,0,6,6
12-Ring_n+2,188,10,-41.569218,24,6,6
12-Ring_n+2,188,11,-20.784609,36,6,6
12-Ring_n+2,189,0,0,48,6,6
12-Ring_n+2,189,1,20.784609,36,6,6
12-Ring_n+2,189,2,41.569218,24,6,6
12-Ring_n+2,189,3,48,0,6,6
12-Ring_n+2,189,4,41.569218,-24,6,6
12-Ring_n+2,189,5,20.784609,-36,6,6
12-Ring_n+2,189,6,0,-48,6,6
12-Ring_n+2,189,7,-20.784609,-36,6,6
12-Ring_n+2,189,8,-41.569218,-24,6,6
12-Ring_n+2,189,9,-48,0,6,6
12-Ring_n+2,189,10,-41.569218,24,6,6
12-Ring_n+2,189,11,-20.784609,36,6,6
12-Ring_n+2,190,0,0,48,6,6
12-Ring_n+2,190,1,20.784609,36,6,6
12-Ring_n+2,190,2,41.569218,24,6,6
12-Ring_n+2,190,3,48,0,6,6
12-Ring_n+2,190,4,41.569218,-24,6,6
12-Ring_n+2,190,5,20.784609,-36,6,6
12-Ring_n+2,190,6,0,-48,6,6
12-Ring_n+2,190,7,-20.784609,-36,6,6
12-Ring_n+2,190,8,-41.569218,-24,6,6
12-Ring_n+2,190,9,-48,0,6,6
12-Ring_n+2,190,10,-41.569218,24,6,6
12-Ring_n+2,190,11,-20.784609,36,6,6
12-Ring_n+2,191,0,0,48,6,6
12-Ring_n+2,191,1,20.784609,36,6,6
12-Ring_n+2,191,2,41.569218,24,6,6
12-Ring_n+2,191,3,48,0,6,6
12-Ring_n+2,191,4,41.569218,-24,6,6
12-Ring_n+2,191,5,20.784609,-36,6,6
12-Ring_n+2,191,6,0,-48,6,6
12-Ring_n+2,191,7,-20.784609,-36,6,6
12-Ring_n+2,191,8,-41.569218,-24,6,6
12-Ring_n+2,191,9,-48,0,6,6
12-Ring_n+2,191,10,-41.569218,24,6,6
12-Ring_n+2,191,11,-20.784609,36,6,6
12-Ring_n+2,192,0,0,48,6,6
12-Ring_n+2,192,1,20.784609,36,6,6
12-Ring_n+2,192,2,41.569218,24,6,6
12-Ring_n+2,192,3,48,0,6,6
12-Ring_n+2,192,4,41.569218,-24,6,6
12-Ring_n+2,192,5,20.784609,-36,6,6
12-Ring_n+2,192,6,0,-48,6,6
12-Ring_n+2,192,7,-20.784609,-36,6,6
12-Ring_n+2,192,8,-41.569218,-24,6,6
12-Ring_n+2,192,9,-48,0,6,6
12-Ring_n+2,192,10,-41.569218,24,6,6
12-Ring_n+2,192,11,-20.784609,36,6,6
12-Ring_n+2,193,0,0,48,6,6
12-Ring_n+2,193,1,20.784609,36,6,6
12-Ring_n+2,193,2,41.569218,24,6,6
12-Ring_n+2,193,3,48,0,6,6
12-Ring_n+2,193,4,41.569218,-24,6,6
12-Ring_n+2,193,5,20.784609,-36,6,6
12-Ring_n+2,193,6,0,-48,6,6
12-Ring_n+2,193,7,-20.784609,-36,6,6
12-Ring_n+2,193,8,-41.569218,-24,6,6
